accession	evalue	identity_pct	query_coverage	passes_filter	title
P01988	1.46e-71	71.1	100.0	True	sp|P01988.2| RecName: Full=Hemoglobin subunit alpha-A; AltName: Full=Alpha-A-globin; AltName: Full=Hemoglobin alpha-A ch
P01987	4.19e-71	70.4	100.0	True	sp|P01987.2| RecName: Full=Hemoglobin subunit alpha-A; AltName: Full=Alpha-A-globin; AltName: Full=Hemoglobin alpha-A ch
P01989	4.38e-71	71.1	100.0	True	sp|P01989.2| RecName: Full=Hemoglobin subunit alpha-A; AltName: Full=Alpha-A-globin; AltName: Full=Hemoglobin alpha-A ch
P21871	7.74e-71	69.0	100.0	True	sp|P21871.2| RecName: Full=Hemoglobin subunit alpha-A; AltName: Full=Alpha-A-globin; AltName: Full=Hemoglobin alpha-A ch
P01949	7.74e-71	81.6	99.3	True	sp|P01949.1| RecName: Full=Hemoglobin subunit alpha; AltName: Full=Alpha-globin; AltName: Full=Hemoglobin alpha chain; C
P01991	2.01e-70	70.9	99.3	True	sp|P01991.1| RecName: Full=Hemoglobin subunit alpha-A; AltName: Full=Alpha-A-globin; AltName: Full=Hemoglobin alpha-A ch
P01995	2.27e-70	70.9	99.3	True	sp|P01995.1| RecName: Full=Hemoglobin subunit alpha-A; AltName: Full=Alpha-A-globin; AltName: Full=Hemoglobin alpha-A ch
Q8HY34	2.45e-70	72.5	100.0	True	sp|Q8HY34.3| RecName: Full=Hemoglobin subunit alpha; AltName: Full=Alpha-globin; AltName: Full=Hemoglobin alpha chain; C
P01976	4.33e-70	71.6	99.3	True	sp|P01976.1| RecName: Full=Hemoglobin subunit alpha; AltName: Full=Alpha-globin; AltName: Full=Hemoglobin alpha chain; C
P84790	5.22e-70	69.0	100.0	True	sp|P84790.2| RecName: Full=Hemoglobin subunit alpha-A; AltName: Full=Alpha-A-globin; AltName: Full=Hemoglobin alpha-A ch
P24589	6.42e-70	70.4	100.0	True	sp|P24589.2| RecName: Full=Hemoglobin subunit alpha-A; AltName: Full=Alpha-A-globin; AltName: Full=Hemoglobin alpha-A ch
P81023	7.91e-70	70.4	100.0	True	sp|P81023.2| RecName: Full=Hemoglobin subunit alpha-A; AltName: Full=Alpha-A-globin; AltName: Full=Hemoglobin alpha-A ch
P22741	1.02e-69	70.2	99.3	True	sp|P22741.1| RecName: Full=Hemoglobin subunit alpha-A; AltName: Full=Alpha-A-globin; AltName: Full=Hemoglobin alpha-A ch
P01946	1.21e-69	78.2	100.0	True	sp|P01946.3| RecName: Full=Hemoglobin subunit alpha-1/2; AltName: Full=Alpha-1/2-globin; AltName: Full=Hemoglobin alpha-
P01994	3.01e-69	70.4	100.0	True	sp|P01994.2| RecName: Full=Hemoglobin subunit alpha-A; AltName: Full=Alpha-A-globin; AltName: Full=Hemoglobin alpha-A ch
P01992	3.22e-69	69.5	99.3	True	sp|P01992.1| RecName: Full=Hemoglobin subunit alpha-A; AltName: Full=Alpha-A-globin; AltName: Full=Hemoglobin alpha-A ch
P01978	4.52e-69	70.9	99.3	True	sp|P01978.1| RecName: Full=Hemoglobin subunit alpha-2; AltName: Full=Alpha-2-globin; AltName: Full=Hemoglobin alpha-2 ch
P08260	7.40e-69	70.2	99.3	True	sp|P08260.1| RecName: Full=Hemoglobin subunit alpha-A; AltName: Full=Alpha-A-globin; AltName: Full=Hemoglobin alpha-A ch
P01997	7.57e-69	70.9	99.3	True	sp|P01997.1| RecName: Full=Hemoglobin subunit alpha-A; AltName: Full=Alpha-A-globin; AltName: Full=Hemoglobin alpha-A ch
P01985	7.74e-69	69.7	100.0	True	sp|P01985.2| RecName: Full=Hemoglobin subunit alpha-A; AltName: Full=Alpha-A-globin; AltName: Full=Hemoglobin alpha-A ch
P01990	2.03e-68	69.0	100.0	True	sp|P01990.2| RecName: Full=Hemoglobin subunit alpha-A; AltName: Full=Alpha-A-globin; AltName: Full=Hemoglobin alpha-A ch
P82111	2.88e-68	69.5	99.3	True	sp|P82111.1| RecName: Full=Hemoglobin subunit alpha-1; AltName: Full=Alpha-1-globin; AltName: Full=Hb 1; AltName: Full=H
P01981	3.22e-68	68.8	99.3	True	sp|P01981.1| RecName: Full=Hemoglobin subunit alpha-A; AltName: Full=Alpha-A-globin; AltName: Full=Hemoglobin alpha-A ch
P01999	3.36e-68	66.9	100.0	True	sp|P01999.2| RecName: Full=Hemoglobin subunit alpha; AltName: Full=Alpha-globin; AltName: Full=Hemoglobin alpha chain [A
P07034	4.42e-68	68.8	99.3	True	sp|P07034.1| RecName: Full=Hemoglobin subunit alpha-A; AltName: Full=Alpha-A-globin; AltName: Full=Hemoglobin alpha-A ch
P01998	7.32e-68	68.8	99.3	True	sp|P01998.1| RecName: Full=Hemoglobin subunit alpha; AltName: Full=Alpha-globin; AltName: Full=Hemoglobin alpha chain [C
B0M2T2	7.73e-68	68.8	99.3	True	sp|B0M2T2.1| RecName: Full=Hemoglobin subunit alpha; AltName: Full=Alpha-globin; AltName: Full=Hemoglobin alpha chain [C
P07404	1.27e-67	67.4	99.3	True	sp|P07404.1| RecName: Full=Hemoglobin subunit alpha-A; AltName: Full=Alpha-A-globin; AltName: Full=Hemoglobin alpha-A ch
P07407	1.61e-67	69.5	99.3	True	sp|P07407.1| RecName: Full=Hemoglobin subunit alpha-A; AltName: Full=Alpha-A-globin; AltName: Full=Hemoglobin alpha-A ch
P08850	1.70e-67	69.0	100.0	True	sp|P08850.2| RecName: Full=Hemoglobin subunit alpha-A; AltName: Full=Alpha-A-globin; AltName: Full=Hemoglobin alpha-A ch
P01996	2.44e-67	69.0	100.0	True	sp|P01996.2| RecName: Full=Hemoglobin subunit alpha-A; AltName: Full=Alpha-A-globin; AltName: Full=Hemoglobin alpha-A ch
P10059	2.76e-67	69.5	99.3	True	sp|P10059.1| RecName: Full=Hemoglobin subunit alpha-A; AltName: Full=Alpha-A-globin; AltName: Full=Hemoglobin alpha-A ch
P02000	4.13e-67	67.4	99.3	True	sp|P02000.1| RecName: Full=Hemoglobin subunit alpha; AltName: Full=Alpha-globin; AltName: Full=Hemoglobin alpha chain [C
P01980	5.04e-67	67.6	100.0	True	sp|P01980.3| RecName: Full=Hemoglobin subunit alpha; AltName: Full=Alpha-globin; AltName: Full=Hemoglobin alpha chain [A
P01993	5.20e-67	69.0	100.0	True	sp|P01993.2| RecName: Full=Hemoglobin subunit alpha-A; AltName: Full=Alpha-A-globin; AltName: Full=Hemoglobin alpha-A ch
P10057	7.39e-67	68.8	99.3	True	sp|P10057.1| RecName: Full=Hemoglobin subunit alpha; AltName: Full=Alpha-globin; AltName: Full=Hemoglobin alpha chain [E
P13273	8.16e-67	67.4	99.3	True	sp|P13273.1| RecName: Full=Hemoglobin subunit alpha-A; AltName: Full=Alpha-A-globin; AltName: Full=Hemoglobin alpha-A ch
P01983	9.10e-67	69.0	100.0	True	sp|P01983.2| RecName: Full=Hemoglobin subunit alpha-A; AltName: Full=Alpha-A-globin; AltName: Full=Hemoglobin alpha-A ch
P07417	1.92e-66	67.6	100.0	True	sp|P07417.2| RecName: Full=Hemoglobin subunit alpha-A; AltName: Full=Alpha-A-globin; AltName: Full=Hemoglobin alpha-A ch
P19789	4.36e-66	67.4	99.3	True	sp|P19789.1| RecName: Full=Hemoglobin subunit alpha-A; AltName: Full=Alpha-A-globin; AltName: Full=Hemoglobin alpha-A ch
C0HJE0	7.30e-66	67.4	99.3	True	sp|C0HJE0.1| RecName: Full=Hemoglobin subunit alpha; AltName: Full=Alpha-globin; AltName: Full=Hemoglobin alpha chain [P
Q10732	1.05e-65	68.1	99.3	True	sp|Q10732.1| RecName: Full=Hemoglobin subunit alpha-A; AltName: Full=Alpha-A-globin; AltName: Full=Hemoglobin alpha-A ch
P01984	4.31e-65	68.8	99.3	True	sp|P01984.2| RecName: Full=Hemoglobin subunit alpha-A; AltName: Full=Alpha-A-globin; AltName: Full=Hemoglobin alpha-A ch
P19832	6.46e-65	66.7	99.3	True	sp|P19832.1| RecName: Full=Hemoglobin subunit alpha-A; AltName: Full=Alpha-A-globin; AltName: Full=Hemoglobin alpha-A ch
P15162	7.37e-65	68.3	100.0	True	sp|P15162.2| RecName: Full=Hemoglobin subunit alpha-A; AltName: Full=Alpha-A-globin; AltName: Full=Hemoglobin alpha-A ch
P19831	9.91e-65	66.0	99.3	True	sp|P19831.1| RecName: Full=Hemoglobin subunit alpha; AltName: Full=Alpha-globin; AltName: Full=Hemoglobin alpha chain [P
P08256	1.08e-64	67.4	99.3	True	sp|P08256.1| RecName: Full=Hemoglobin subunit alpha-A/A'; AltName: Full=Alpha-A/A'-globin; AltName: Full=Hemoglobin alph
P10780	1.38e-64	67.4	99.3	True	sp|P10780.1| RecName: Full=Hemoglobin subunit alpha-A; AltName: Full=Alpha-A-globin; AltName: Full=Hemoglobin alpha-A ch
P83135	2.54e-64	64.1	100.0	True	sp|P83135.2| RecName: Full=Hemoglobin subunit alpha-A; AltName: Full=Alpha-A-globin; AltName: Full=Hemoglobin alpha-A ch
P01982	1.19e-63	66.7	99.3	True	sp|P01982.1| RecName: Full=Hemoglobin subunit alpha-A; AltName: Full=Alpha-A-globin; AltName: Full=Hemoglobin alpha-A ch
P14522	2.35e-63	70.9	99.3	True	sp|P14522.1| RecName: Full=Hemoglobin subunit alpha-A; AltName: Full=Alpha-A-globin; AltName: Full=Hemoglobin alpha-A ch
P83131	3.37e-63	64.1	100.0	True	sp|P83131.2| RecName: Full=Hemoglobin A subunit alpha-1; AltName: Full=Hemoglobin A alpha-1 chain [Aldabrachelys gigante
P83132	5.16e-62	62.7	100.0	True	sp|P83132.2| RecName: Full=Hemoglobin A subunit alpha-2; AltName: Full=Hemoglobin A alpha-2 chain [Aldabrachelys gigante
P04241	4.14e-61	60.3	99.3	True	sp|P04241.1| RecName: Full=Hemoglobin subunit alpha-D; AltName: Full=Alpha-D-globin; AltName: Full=Hemoglobin alpha-D ch
P81024	1.78e-60	61.7	99.3	True	sp|P81024.1| RecName: Full=Hemoglobin subunit alpha-D; AltName: Full=Alpha-D-globin; AltName: Full=Hemoglobin alpha-D ch
P06638	2.29e-60	63.4	100.0	True	sp|P06638.2| RecName: Full=Hemoglobin subunit alpha-5; AltName: Full=Alpha-5-globin; AltName: Full=Alpha-T5; AltName: Fu
P08849	3.11e-60	60.3	99.3	True	sp|P08849.1| RecName: Full=Hemoglobin subunit alpha-D; AltName: Full=Alpha-D-globin; AltName: Full=Hemoglobin alpha-D ch
P68059	3.54e-60	61.0	99.3	True	sp|P68059.1| RecName: Full=Hemoglobin subunit alpha-D; AltName: Full=Alpha-D-globin; AltName: Full=Hemoglobin alpha-D ch
P04243	3.74e-60	59.9	100.0	True	sp|P04243.2| RecName: Full=Hemoglobin subunit pi; AltName: Full=Hemoglobin pi chain; AltName: Full=Hemoglobin pi' chain;
P04242	1.03e-59	59.6	99.3	True	sp|P04242.1| RecName: Full=Hemoglobin subunit alpha-D; AltName: Full=Alpha-D-globin; AltName: Full=Hemoglobin alpha-D ch
P02002	1.17e-59	59.6	99.3	True	sp|P02002.1| RecName: Full=Hemoglobin subunit alpha-D; AltName: Full=Alpha-D-globin; AltName: Full=Hemoglobin alpha-D ch
P08257	1.18e-59	59.6	99.3	True	sp|P08257.1| RecName: Full=Hemoglobin subunit alpha-D/D'; AltName: Full=Alpha-D/D'-globin; AltName: Full=Hemoglobin alph
P02001	3.86e-59	59.6	99.3	True	sp|P02001.1| RecName: Full=Hemoglobin subunit alpha-D; AltName: Full=Alpha-D-globin; AltName: Full=Hemoglobin alpha-D ch
P02007	4.07e-59	57.7	100.0	True	sp|P02007.3| RecName: Full=Hemoglobin subunit pi; AltName: Full=Hemoglobin pi chain; AltName: Full=Hemoglobin pi' chain;
P09105	6.17e-59	62.0	100.0	True	sp|P09105.2| RecName: Full=Hemoglobin subunit theta-1; AltName: Full=Hemoglobin theta-1 chain; AltName: Full=Theta-1-glo
P06890	6.81e-59	62.0	100.0	True	sp|P06890.2| RecName: Full=Hemoglobin subunit theta-1; AltName: Full=Hemoglobin theta-1 chain; AltName: Full=Theta-1-glo
P82112	2.06e-58	58.9	99.3	True	sp|P82112.1| RecName: Full=Hemoglobin subunit alpha-2; AltName: Full=Alpha-2-globin; AltName: Full=Hb 2; AltName: Full=H
P02005	3.64e-58	61.0	99.3	True	sp|P02005.1| RecName: Full=Hemoglobin subunit alpha-D; AltName: Full=Alpha-D-globin; AltName: Full=Hemoglobin alpha-D ch
P07413	4.90e-58	56.7	99.3	True	sp|P07413.1| RecName: Full=Hemoglobin subunit alpha-D; AltName: Full=Alpha-D-globin; AltName: Full=Hemoglobin alpha-D ch
P02004	8.94e-58	58.2	99.3	True	sp|P02004.1| RecName: Full=Hemoglobin subunit alpha-D; AltName: Full=Alpha-D-globin; AltName: Full=Hemoglobin alpha-D ch
P02003	9.76e-58	58.9	99.3	True	sp|P02003.1| RecName: Full=Hemoglobin subunit alpha-D; AltName: Full=Alpha-D-globin; AltName: Full=Hemoglobin alpha-D ch
P83124	1.08e-57	59.6	99.3	True	sp|P83124.1| RecName: Full=Hemoglobin subunit alpha-D; AltName: Full=Alpha-D-globin; AltName: Full=Hemoglobin alpha-D ch
P04442	1.67e-57	58.2	99.3	True	sp|P04442.1| RecName: Full=Hemoglobin subunit alpha-D; AltName: Full=Alpha-D-globin; AltName: Full=Hemoglobin alpha-D ch
P06636	1.88e-57	62.7	100.0	True	sp|P06636.2| RecName: Full=Hemoglobin subunit alpha-3; AltName: Full=Alpha-3-globin; AltName: Full=Alpha-T3; AltName: Fu
P83134	1.99e-57	58.9	99.3	True	sp|P83134.1| RecName: Full=Hemoglobin D subunit alpha; AltName: Full=Hemoglobin D alpha chain [Aldabrachelys gigantea]
P06637	2.85e-57	60.6	100.0	True	sp|P06637.2| RecName: Full=Hemoglobin subunit alpha-4; AltName: Full=Alpha-4-globin; AltName: Full=Alpha-T4; AltName: Fu
P30892	3.26e-57	57.4	99.3	True	sp|P30892.1| RecName: Full=Hemoglobin subunit alpha-D; AltName: Full=Alpha-D-globin; AltName: Full=Hemoglobin alpha-D ch
P02006	3.79e-57	61.0	99.3	True	sp|P02006.1| RecName: Full=Hemoglobin subunit alpha-D; AltName: Full=Alpha-D-globin; AltName: Full=Component CII; AltNam
P13787	1.12e-56	59.2	100.0	True	sp|P13787.2| RecName: Full=Hemoglobin subunit zeta; AltName: Full=Hemoglobin zeta chain; AltName: Full=Zeta-globin [Equu
P02008	1.16e-56	59.9	100.0	True	sp|P02008.2| RecName: Full=Hemoglobin subunit zeta; AltName: Full=HBAZ; AltName: Full=Hemoglobin zeta chain; AltName: Fu
P02010	1.43e-56	64.5	99.3	True	sp|P02010.1| RecName: Full=Hemoglobin subunit alpha; AltName: Full=Alpha-globin; AltName: Full=Hemoglobin alpha chain [V
P84791	1.74e-56	58.2	99.3	True	sp|P84791.1| RecName: Full=Hemoglobin subunit alpha-D; AltName: Full=Alpha-D-globin; AltName: Full=Hemoglobin alpha-D ch
P04240	1.84e-56	58.2	99.3	True	sp|P04240.1| RecName: Full=Hemoglobin subunit alpha-D; AltName: Full=Alpha-D-globin; AltName: Full=Hemoglobin alpha-D ch
Q9DF25	5.25e-56	58.2	99.3	True	sp|Q9DF25.1| RecName: Full=Hemoglobin subunit alpha-D; AltName: Full=Alpha-D-globin; AltName: Full=Hemoglobin alpha-D ch
P07035	7.88e-56	57.4	99.3	True	sp|P07035.1| RecName: Full=Hemoglobin subunit alpha-D; AltName: Full=Alpha-D-globin; AltName: Full=Hemoglobin alpha-D ch
Q9PRL9	1.35e-55	61.7	99.3	True	sp|Q9PRL9.1| RecName: Full=Hemoglobin subunit alpha-1; AltName: Full=Alpha-1-globin; AltName: Full=Hemoglobin alpha-1 ch
P06467	1.59e-55	54.9	100.0	True	sp|P06467.2| RecName: Full=Hemoglobin subunit zeta; AltName: Full=Alpha-like embryonic globin chain x; AltName: Full=Hem
P04239	2.28e-55	57.4	99.3	True	sp|P04239.1| RecName: Full=Hemoglobin subunit alpha-D; AltName: Full=Alpha-D-globin; AltName: Full=Hemoglobin alpha-D ch
P06347	2.86e-55	59.2	100.0	True	sp|P06347.2| RecName: Full=Hemoglobin subunit zeta; AltName: Full=Hemoglobin zeta chain; AltName: Full=Zeta-globin [Pan 
P06714	3.68e-55	59.2	100.0	True	sp|P06714.2| RecName: Full=Hemoglobin subunit theta-1; AltName: Full=Hemoglobin theta-1 chain; AltName: Full=Theta-1-glo
P08422	5.58e-55	59.2	100.0	True	sp|P08422.2| RecName: Full=Hemoglobin subunit alpha-3; AltName: Full=Alpha-3-globin; AltName: Full=Alpha-globin larval 8
P04238	7.68e-55	57.4	99.3	True	sp|P04238.1| RecName: Full=Hemoglobin subunit alpha-D; AltName: Full=Alpha-D-globin; AltName: Full=Hemoglobin alpha-D ch
P15164	8.76e-55	55.3	99.3	True	sp|P15164.1| RecName: Full=Hemoglobin subunit alpha-D; AltName: Full=Alpha-D-globin; AltName: Full=Hemoglobin alpha-D ch
P0C0U6	9.56e-55	61.0	99.3	True	sp|P0C0U6.1| RecName: Full=Hemoglobin subunit alpha-A; AltName: Full=Alpha-A-globin; AltName: Full=Hemoglobin alpha-A ch
P14523	2.01e-54	56.7	99.3	True	sp|P14523.1| RecName: Full=Hemoglobin subunit alpha-D; AltName: Full=Alpha-D-globin; AltName: Full=Hemoglobin alpha-D ch
P11896	3.08e-54	59.9	100.0	True	sp|P11896.1| RecName: Full=Hemoglobin larval subunit alpha; AltName: Full=Alpha-globin, larval; AltName: Full=Hemoglobin
P13786	9.93e-54	56.3	100.0	True	sp|P13786.2| RecName: Full=Hemoglobin subunit zeta; AltName: Full=Hemoglobin zeta chain; AltName: Full=Zeta-globin [Capr
P10062	1.25e-53	55.3	99.3	True	sp|P10062.1| RecName: Full=Hemoglobin subunit alpha-D; AltName: Full=Alpha-D-globin; AltName: Full=Hemoglobin alpha-D ch
P02013	3.73e-53	57.7	100.0	True	sp|P02013.2| RecName: Full=Hemoglobin subunit alpha-2; AltName: Full=Alpha-2-globin; AltName: Full=Hemoglobin alpha-2 ch
P07428	5.54e-53	57.7	100.0	True	sp|P07428.2| RecName: Full=Hemoglobin subunit alpha; AltName: Full=Alpha-globin; AltName: Full=Hemoglobin alpha chain [X
P02009	6.05e-53	56.4	98.6	True	sp|P02009.1| RecName: Full=Hemoglobin subunit zeta; AltName: Full=Hemoglobin zeta chain; AltName: Full=Zeta-globin [Sus 
P07431	7.95e-53	56.3	100.0	True	sp|P07431.2| RecName: Full=Hemoglobin subunit alpha-2; AltName: Full=Alpha-2-globin; AltName: Full=Hemoglobin alpha-2 ch
P10781	1.29e-52	56.8	93.0	True	sp|P10781.1| RecName: Full=Hemoglobin subunit alpha-D; AltName: Full=Alpha-D-globin; AltName: Full=Hemoglobin alpha-D ch
P07430	1.57e-52	57.0	100.0	True	sp|P07430.2| RecName: Full=Hemoglobin subunit alpha-1; AltName: Full=Alpha-1-globin; AltName: Full=Hemoglobin alpha-1 ch
P02012	1.75e-52	56.3	100.0	True	sp|P02012.2| RecName: Full=Hemoglobin subunit alpha-1; AltName: Full=Alpha-1-globin; AltName: Full=Hemoglobin alpha-1 ch
P18974	1.97e-52	56.7	99.3	True	sp|P18974.1| RecName: Full=Hemoglobin subunit alpha-1; AltName: Full=Alpha-1-globin; AltName: Full=Hemoglobin alpha-1 ch
O12985	4.64e-52	58.9	99.3	True	sp|O12985.1| RecName: Full=Hemoglobin subunit alpha-D; AltName: Full=Alpha-D-globin; AltName: Full=Hemoglobin alpha-D ch
P02011	4.36e-51	57.1	98.6	True	sp|P02011.1| RecName: Full=Hemoglobin subunit alpha-3; AltName: Full=Alpha-3-globin; AltName: Full=Hemoglobin alpha-3 ch
P41331	5.43e-51	58.9	99.3	True	sp|P41331.1| RecName: Full=Hemoglobin subunit alpha; AltName: Full=Alpha-globin; AltName: Full=Hemoglobin alpha chain [M
P18981	5.83e-50	57.4	99.3	True	sp|P18981.2| RecName: Full=Hemoglobin subunit alpha-2; AltName: Full=Alpha-2-globin; AltName: Full=Hemoglobin alpha-2 ch
P11748	1.01e-48	55.3	98.6	True	sp|P11748.1| RecName: Full=Hemoglobin subunit alpha; AltName: Full=Alpha-globin; AltName: Full=Hemoglobin alpha chain [T
P10784	1.32e-48	56.7	99.3	True	sp|P10784.1| RecName: Full=Hemoglobin subunit alpha-2; AltName: Full=Alpha-2-globin; AltName: Full=Hemoglobin alpha-2 ch
P10783	3.88e-48	57.7	100.0	True	sp|P10783.1| RecName: Full=Hemoglobin subunit alpha-1; AltName: Full=Alpha-1-globin; AltName: Full=Hemoglobin alpha-1 ch
P02018	6.56e-48	53.2	98.6	True	sp|P02018.1| RecName: Full=Hemoglobin subunit alpha; AltName: Full=Alpha-globin; AltName: Full=Hemoglobin alpha chain [C
P14520	7.57e-48	52.5	98.6	True	sp|P14520.1| RecName: Full=Hemoglobin subunit alpha; AltName: Full=Alpha-globin; AltName: Full=Hemoglobin alpha chain [E
P02019	1.32e-47	56.6	98.6	True	sp|P02019.1| RecName: Full=Hemoglobin subunit alpha-1; AltName: Full=Alpha-1-globin; AltName: Full=Hemoglobin alpha-1 ch
P84653	1.55e-47	51.7	100.0	True	sp|P84653.2| RecName: Full=Hemoglobin subunit alpha-1; AltName: Full=Alpha-1-globin; AltName: Full=Hemoglobin alpha-1 ch
P06639	1.78e-47	56.3	100.0	True	sp|P06639.4| RecName: Full=Hemoglobin subunit alpha-1; AltName: Full=Alpha-1-globin; AltName: Full=Hemoglobin alpha-1 ch
Q90487	2.13e-47	53.1	100.0	True	sp|Q90487.3| RecName: Full=Hemoglobin subunit alpha; AltName: Full=Alpha-globin aa1; AltName: Full=Hemoglobin alpha chai
P84203	6.58e-47	53.5	98.6	True	sp|P84203.1| RecName: Full=Hemoglobin cathodic subunit alpha; AltName: Full=Hemoglobin cathodic alpha chain [Gymnothorax
P55267	1.36e-46	54.9	100.0	True	sp|P55267.2| RecName: Full=Hemoglobin subunit alpha-C; AltName: Full=Alpha-C-globin; AltName: Full=Hemoglobin alpha-C ch
P11251	1.49e-46	57.3	100.0	True	sp|P11251.2| RecName: Full=Hemoglobin subunit alpha; AltName: Full=Alpha-globin; AltName: Full=Hemoglobin alpha chain [S
P29624	2.37e-46	50.4	98.6	True	sp|P29624.1| RecName: Full=Hemoglobin subunit alpha-1; AltName: Full=Alpha-1-globin; AltName: Full=Hemoglobin alpha-1 ch
P02014	5.04e-46	56.3	100.0	True	sp|P02014.1| RecName: Full=Hemoglobin subunit alpha; AltName: Full=Alpha-globin; AltName: Full=Hemoglobin alpha chain [T
P83623	5.26e-46	51.1	98.6	True	sp|P83623.1| RecName: Full=Hemoglobin subunit alpha; AltName: Full=Alpha-globin; AltName: Full=Hemoglobin alpha chain [P
P80043	7.71e-46	49.6	98.6	True	sp|P80043.1| RecName: Full=Hemoglobin subunit alpha; AltName: Full=Alpha-globin; AltName: Full=Hemoglobin alpha chain [T
P0C238	9.48e-46	49.7	100.0	True	sp|P0C238.2| RecName: Full=Hemoglobin subunit alpha; AltName: Full=Alpha-globin; AltName: Full=Hemoglobin alpha chain [P
P14527	1.28e-45	50.4	98.6	True	sp|P14527.1| RecName: Full=Hemoglobin subunit alpha-4; AltName: Full=Alpha-4-globin; AltName: Full=Hemoglobin alpha-4 ch
P0C237	1.40e-45	49.7	100.0	True	sp|P0C237.2| RecName: Full=Hemoglobin subunit alpha; AltName: Full=Alpha-globin; AltName: Full=Hemoglobin alpha chain [A
P83271	2.51e-45	51.7	100.0	True	sp|P83271.2| RecName: Full=Hemoglobin subunit alpha-2; AltName: Full=Alpha-2-globin; AltName: Full=Hemoglobin alpha-2 ch
P86882	5.52e-45	51.8	98.6	True	sp|P86882.1| RecName: Full=Hemoglobin subunit alpha; AltName: Full=Alpha-globin; AltName: Full=Hemoglobin alpha chain [L
P83479	5.81e-45	55.6	100.0	True	sp|P83479.2| RecName: Full=Hemoglobin cathodic subunit alpha; AltName: Full=Hemoglobin cathodic alpha chain [Conger cong
P45718	7.91e-45	48.2	98.6	True	sp|P45718.1| RecName: Full=Hemoglobin subunit alpha-1; AltName: Full=Alpha-1-globin; AltName: Full=Hemoglobin alpha-1 ch
P83113	8.45e-45	54.4	95.8	True	sp|P83113.1| RecName: Full=Hemoglobin subunit alpha-2; AltName: Full=Alpha-2-globin; AltName: Full=Hemoglobin alpha-2 ch
P82315	1.34e-44	52.5	98.6	True	sp|P82315.1| RecName: Full=Hemoglobin cathodic subunit alpha; AltName: Full=Hemoglobin cathodic alpha chain; Short=Hb(Ca
P85081	1.41e-44	51.0	100.0	True	sp|P85081.1| RecName: Full=Hemoglobin subunit alpha-1; AltName: Full=Alpha-1-globin; AltName: Full=Hemoglobin alpha-1 ch
P82990	1.44e-44	48.9	98.6	True	sp|P82990.1| RecName: Full=Hemoglobin subunit alpha; AltName: Full=Alpha-globin; AltName: Full=Hemoglobin alpha chain [P
P16417	1.54e-44	49.6	99.3	True	sp|P16417.1| RecName: Full=Hemoglobin subunit alpha-D; AltName: Full=Alpha-D-globin; AltName: Full=Hemoglobin alpha-D ch
K7N5M5	2.09e-44	51.1	98.6	True	sp|K7N5M5.2| RecName: Full=Hemoglobin subunit alpha 1; AltName: Full=Alpha-1-globin; AltName: Full=Hemoglobin alpha-1 ch
P83270	3.77e-44	50.3	100.0	True	sp|P83270.2| RecName: Full=Hemoglobin subunit alpha-1; AltName: Full=Alpha-1-globin; AltName: Full=Hemoglobin alpha-1 ch
Q9PVM4	5.52e-44	49.0	100.0	True	sp|Q9PVM4.3| RecName: Full=Hemoglobin subunit alpha-A; AltName: Full=Alpha-A-globin; AltName: Full=Hemoglobin alpha-A ch
P83611	6.11e-44	48.2	98.6	True	sp|P83611.1| RecName: Full=Hemoglobin subunit alpha-1; AltName: Full=Alpha-1-globin; AltName: Full=Hemoglobin alpha-1 ch
P0C0U7	8.87e-44	49.6	99.3	True	sp|P0C0U7.1| RecName: Full=Hemoglobin subunit alpha-D; AltName: Full=Alpha-D-globin; AltName: Full=Hemoglobin alpha-D ch
P51465	1.05e-43	50.7	100.0	True	sp|P51465.2| RecName: Full=Hemoglobin subunit alpha-B; AltName: Full=Alpha-B-globin; AltName: Full=Hemoglobin alpha-B ch
P85083	1.12e-43	51.0	100.0	True	sp|P85083.1| RecName: Full=Hemoglobin subunit alpha-2; AltName: Full=Alpha-2-globin; AltName: Full=Hemoglobin alpha-2 ch
P80270	1.27e-43	50.4	98.6	True	sp|P80270.1| RecName: Full=Hemoglobin subunit alpha; AltName: Full=Alpha-globin; AltName: Full=Hemoglobin alpha chain [C
P02016	1.31e-43	49.7	100.0	True	sp|P02016.3| RecName: Full=Hemoglobin subunit alpha; AltName: Full=Alpha-globin; AltName: Full=Hemoglobin alpha chain [C
P02017	1.69e-43	52.8	98.6	True	sp|P02017.1| RecName: Full=Hemoglobin subunit alpha; AltName: Full=Alpha-globin; AltName: Full=Hemoglobin alpha chain [P
P23016	1.82e-43	48.2	98.6	True	sp|P23016.1| RecName: Full=Hemoglobin subunit alpha; AltName: Full=Alpha-globin; AltName: Full=Hemoglobin alpha chain [C
P80726	3.00e-43	49.7	100.0	True	sp|P80726.2| RecName: Full=Hemoglobin cathodic subunit alpha; AltName: Full=Hemoglobin cathodic alpha chain [Anguilla an
P56250	5.24e-43	47.9	98.6	True	sp|P56250.1| RecName: Full=Hemoglobin subunit alpha; AltName: Full=Alpha-globin; AltName: Full=Hemoglobin alpha chain [L
P06640	9.26e-43	55.6	93.7	True	sp|P06640.1| RecName: Full=Hemoglobin subunit alpha-2; AltName: Full=Alpha-2-globin; AltName: Full=Hemoglobin alpha-2 ch
